0,0.3798996513,0.5588299166,0.5808657469,0.7196824508,0.7744822362,0.6863775998,0.6193830086,0.5397171312,0.5351115175,0.5297256318,0.5889687986,0.4954984704,0.5058886324,0.6003615092,0.594768695,0.6521194554,0.678892408,0.8062231375,0.7834128646,0.7314137462,0.7846710894,0.708865955,0.8711838947,0.947885598,0.9450769441,0.7965326623,0.9180423765,0.9994340485,0.8824135016
0,0.2635724917,0.270011096,0.4970585317,0.3584515675,0.3811281391,0.489933064,0.4682384974,0.4226949608,0.4357348662,0.6264718242,0.7279333479,0.6260189625,0.6540461914,0.7631647933,0.7189822929,0.6683753102,0.5952030246,0.8105287892,0.8809603542,0.8117855752,0.7680328608,0.7871143026,0.8403777485,0.7677468032,0.9008229367,1.0595446615,1.0021388803,0.9867627497,0.7988643721
0,0.2394865681,0.4201087274,0.5464995524,0.5363044069,0.4552996894,0.3888412034,0.3562724325,0.4075873015,0.4589190121,0.527809902,0.6268161715,0.5938696089,0.6148111564,0.6672282636,0.6985084307,0.7733174127,0.7554754537,0.7989115594,0.892426603,0.9139057762,0.9100918172,0.8861814862,0.7648399618,0.8214851217,0.7630064884,0.6931986609,0.6897871071,0.7123527491,0.8139746068
0,0.1969991396,0.344269299,0.4927770452,0.1542061546,0.2575193898,0.3234117733,0.3897409396,0.2897841308,0.4290950528,0.5208303617,0.6646565143,0.7330635594,0.7779668098,0.8781274713,0.924093316,0.8541269227,0.7511726261,0.9071747447,0.7901759996,0.8211950432,0.740368575,0.7513722463,0.773377645,0.851197212,0.5925899245,0.7528518623,0.685670522,0.6367801957,0.6086153467
0,0.4041843729,0.4930467733,0.5850264192,0.6503500997,0.5823737961,0.525998578,0.6751308276,0.7835500434,0.6814311289,0.6866524458,0.6845164538,0.7046192511,0.659723503,0.6199278242,0.6672469381,0.6873298716,0.6503591205,0.5811121308,0.6690401408,0.7749517075,0.5879765898,0.6846179322,0.4849869506,0.5688739551,0.5851450931,0.7300158186,0.6392040059,0.7395185358,0.7100831904
0,0.3740142257,0.4953787169,0.417520988,0.3371521999,0.2949746091,0.3599649253,0.436507252,0.5815757077,0.4835257707,0.5634562011,0.4678653694,0.6462731272,0.4630224602,0.5419758396,0.4718417294,0.5851927018,0.6323252212,0.6211529319,0.5365582054,0.6538516048,0.4033197382,0.4056803435,0.3729858126,0.3794402033,0.3192764321,0.3955510937,0.5362295466,0.5003920002,0.5137676396
0,0.3211000544,0.5024342211,0.5406390836,0.5568908119,0.7234334356,0.6880317878,0.6581467256,0.7982583446,0.6069162763,0.6849125078,0.6736545473,0.7673250072,0.7298792389,0.7873264809,0.7797740701,0.7741452721,0.7957187646,0.9975386459,0.9148927421,0.7407561764,0.9463503107,1.0810175473,0.8574447779,1.0261999574,0.8972661807,1.0125832291,0.949980521,0.8620321183,1.0747239457
0,0.4406786904,0.4875389102,0.1245374415,0.2451009433,0.3470630214,0.5713953571,0.5710890143,0.6351603056,0.8446694351,0.9042946201,0.963202637,0.909027121,0.9361077084,0.8554612046,0.9537085101,0.7810937607,0.8684849005,0.9388319532,0.860147996,0.9449939561,0.8694920774,1.0230659873,1.0531754656,0.9154618864,0.8096221393,0.9208027,0.9050807149,0.7736788553,0.8869721824
0,0.4719968238,0.54263303,0.569838312,0.4129659897,0.2847528926,0.4857629632,0.461434735,0.4766108036,0.6063155326,0.3970999205,0.378887265,0.5947783541,0.4518982464,0.5176892684,0.5009855424,0.5090097716,0.5885583702,0.499921731,0.4494968519,0.5751803534,0.4615706474,0.5584374785,0.6160248505,0.4793017781,0.5795983504,0.5678998913,0.7237755667,0.4757029914,0.4844536722
0,0.3354872465,0.5547758485,0.6625754286,0.6941273134,0.8317090464,0.9223001815,1.0179375288,0.9945742491,1.0283113695,0.9775846172,0.9599060408,1.0853570894,0.922304023,1.0185895255,1.0206656173,0.9529904918,1.0400870485,1.0349256337,1.0389570498,1.0404046977,0.9649393292,1.111887337,1.1005621594,1.1105726411,1.1107652583,1.1421183324,1.1465815147,1.2106063413,1.1732664383
0,0.3304633056,0.2518702018,0.3767482021,0.4509144644,0.2142302383,0.4175328884,0.4381743029,0.408753319,0.495687984,0.5445502762,0.5864579849,0.6124647635,0.5752549636,0.5188094039,0.6118206268,0.4677020894,0.5747859781,0.6507787481,0.6900021434,0.6561465061,0.6663934315,0.8299559583,0.6178869862,0.7311600566,0.7409535295,0.8000902777,0.7125251731,0.788066984,0.8658906829
